Event_ID,Match_Type,Home_Team,Away_Team,Match_Importance,Security_Tier,Expected_Attendance,Total_Attendance,Stadium_Name,Outer_Gate,Zone,Fan_Side,Time_Bin,Open_Lanes,Security_Staff_Count,Signage_Status,Incident_Flag,Delay_Minutes,Temperature_C,Humidity_%,Heat_Index,Processing_Time_s,Queue_Length_Est,Entry_Rate,Exit_Rate,Congestion_Level
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,19:45,9,25,Normal,0,0,34.4,59.9,35.6,9,109,109,38,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,19:50,9,25,Normal,0,0,34.4,59.9,35.6,16,224,126,24,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,19:55,9,25,Normal,0,0,34.4,59.9,35.6,12,156,117,26,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,20:00,9,25,Normal,0,0,34.4,59.9,35.6,10,123,111,29,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,20:05,9,25,Normal,0,0,34.4,59.9,35.6,14,112,72,24,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,20:10,9,25,Normal,0,0,34.4,59.9,35.6,12,112,84,21,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,20:15,9,25,Normal,0,0,34.4,59.9,35.6,11,106,87,31,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,20:20,9,25,Normal,0,0,34.4,59.9,35.6,13,144,100,21,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,20:25,9,25,Normal,0,0,34.4,59.9,35.6,10,71,64,18,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,20:30,9,25,Normal,0,0,34.4,59.9,35.6,15,146,88,10,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,20:35,9,25,Normal,0,0,34.4,59.9,35.6,11,78,64,15,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,20:40,9,25,Normal,0,0,34.4,59.9,35.6,11,70,58,14,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,20:45,9,25,Normal,0,0,34.4,59.9,35.6,8,51,58,21,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,20:50,9,25,Normal,0,0,34.4,59.9,35.6,11,45,37,12,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,20:55,9,25,Normal,0,0,34.4,59.9,35.6,11,36,30,9,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,21:00,9,25,Normal,0,0,34.4,59.9,35.6,15,45,27,10,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,21:05,9,25,Normal,0,0,34.4,59.9,35.6,11,34,28,10,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,21:10,9,25,Normal,0,0,34.4,59.9,35.6,7,18,24,8,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,21:15,9,25,Normal,0,0,34.4,59.9,35.6,14,29,19,5,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,21:20,9,25,Normal,0,0,34.4,59.9,35.6,12,25,19,5,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,21:25,9,25,Normal,0,0,34.4,59.9,35.6,10,17,16,4,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,21:30,9,25,Normal,0,0,34.4,59.9,35.6,13,13,9,2,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,21:35,9,25,Normal,0,0,34.4,59.9,35.6,14,14,9,1,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,21:40,9,25,Normal,0,0,34.4,59.9,35.6,11,15,13,1,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,21:45,9,25,Normal,0,0,34.4,59.9,35.6,12,16,12,0,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,21:50,9,25,Normal,0,0,34.4,59.9,35.6,9,7,7,2,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,21:55,9,25,Normal,0,0,34.4,59.9,35.6,10,1,1,2,Low
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,22:00,9,25,Normal,0,0,34.4,59.9,35.6,6,0,1,3,Low
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,22:05,9,25,Normal,0,0,34.4,59.9,35.6,15,0,0,2,Low
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,22:10,9,25,Normal,0,0,34.4,59.9,35.6,8,0,0,2,Low
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,22:15,9,25,Normal,0,0,34.4,59.9,35.6,10,3,3,1,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,22:20,9,25,Normal,0,0,34.4,59.9,35.6,7,0,0,0,Low
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,22:25,9,25,Normal,0,0,34.4,59.9,35.6,15,0,0,0,Low
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,22:30,9,25,Normal,0,0,34.4,59.9,35.6,12,0,0,0,Low
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,22:35,9,25,Normal,0,0,34.4,59.9,35.6,12,0,0,0,Low
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,22:40,9,25,Normal,0,0,34.4,59.9,35.6,10,0,0,0,Low
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,22:45,9,25,Normal,0,0,34.4,59.9,35.6,7,0,1,0,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,22:50,9,25,Normal,0,0,34.4,59.9,35.6,6,0,0,0,Low
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,22:55,9,25,Normal,0,0,34.4,59.9,35.6,14,0,0,0,Low
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,23:00,9,25,Normal,0,0,34.4,59.9,35.6,15,0,0,0,Low
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,23:05,9,25,Normal,0,0,34.4,59.9,35.6,12,0,0,0,Low
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,23:10,9,25,Normal,0,0,34.4,59.9,35.6,10,0,0,0,Low
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,23:15,9,25,Normal,0,0,34.4,59.9,35.6,9,0,0,0,Low
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,23:20,9,25,Normal,0,0,34.4,59.9,35.6,10,0,0,0,Low
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,23:25,9,25,Normal,0,0,34.4,59.9,35.6,14,1,1,0,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,23:30,9,25,Normal,0,0,34.4,59.9,35.6,11,0,0,0,Low
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,23:35,9,25,Normal,0,0,34.4,59.9,35.6,11,0,0,0,Low
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,23:40,9,25,Normal,0,0,34.4,59.9,35.6,10,0,0,0,Low
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,23:45,9,25,Normal,0,0,34.4,59.9,35.6,9,0,0,0,Low
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,23:50,9,25,Normal,0,0,34.4,59.9,35.6,10,0,0,0,Low
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),1,North,Home,23:55,9,25,Normal,0,0,34.4,59.9,35.6,13,0,0,0,Low
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,17:00,6,17,Redirecting,0,0,34.4,59.9,35.6,12,8,4,2,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,17:05,6,17,Redirecting,0,0,34.4,59.9,35.6,13,0,0,0,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,17:10,6,17,Redirecting,0,0,34.4,59.9,35.6,10,3,2,1,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,17:15,6,17,Redirecting,0,0,34.4,59.9,35.6,12,4,2,1,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,17:20,6,17,Redirecting,0,0,34.4,59.9,35.6,15,15,6,0,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,17:25,6,17,Redirecting,0,0,34.4,59.9,35.6,7,10,9,4,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,17:30,6,17,Redirecting,0,0,34.4,59.9,35.6,15,17,7,3,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,17:35,6,17,Redirecting,0,0,34.4,59.9,35.6,13,17,8,6,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,17:40,6,17,Redirecting,0,0,34.4,59.9,35.6,8,10,8,2,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,17:45,6,17,Redirecting,0,0,34.4,59.9,35.6,16,37,14,8,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,17:50,6,17,Redirecting,0,0,34.4,59.9,35.6,8,17,13,3,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,17:55,6,17,Redirecting,0,0,34.4,59.9,35.6,13,43,20,7,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,18:00,6,17,Redirecting,0,0,34.4,59.9,35.6,14,44,19,16,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,18:05,6,17,Redirecting,0,0,34.4,59.9,35.6,11,49,27,15,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,18:10,6,17,Redirecting,0,0,34.4,59.9,35.6,10,36,22,13,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,18:15,6,17,Redirecting,0,0,34.4,59.9,35.6,15,90,36,12,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,18:20,6,17,Redirecting,0,0,34.4,59.9,35.6,10,76,46,21,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,18:25,6,17,Redirecting,0,0,34.4,59.9,35.6,12,72,36,15,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,18:30,6,17,Redirecting,0,0,34.4,59.9,35.6,8,65,49,18,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,18:35,6,17,Redirecting,0,0,34.4,59.9,35.6,9,63,42,19,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,18:40,6,17,Redirecting,0,0,34.4,59.9,35.6,12,100,50,19,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,18:45,6,17,Redirecting,0,0,34.4,59.9,35.6,11,119,65,30,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,18:50,6,17,Redirecting,0,0,34.4,59.9,35.6,8,81,61,20,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,18:55,6,17,Redirecting,0,0,34.4,59.9,35.6,10,101,61,21,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,19:00,6,17,Redirecting,0,0,34.4,59.9,35.6,15,217,87,25,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,19:05,6,17,Redirecting,0,0,34.4,59.9,35.6,7,91,78,26,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,19:10,6,17,Redirecting,0,0,34.4,59.9,35.6,13,199,92,32,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,19:15,6,17,Redirecting,0,0,34.4,59.9,35.6,9,118,79,35,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,19:20,6,17,Redirecting,0,0,34.4,59.9,35.6,13,179,83,37,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,19:25,6,17,Redirecting,0,0,34.4,59.9,35.6,13,177,82,27,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,19:30,6,17,Redirecting,0,0,34.4,59.9,35.6,14,184,79,29,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,19:35,6,17,Redirecting,0,0,34.4,59.9,35.6,9,139,93,37,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,19:40,6,17,Redirecting,0,0,34.4,59.9,35.6,9,106,71,29,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,19:45,6,17,Redirecting,0,0,34.4,59.9,35.6,11,141,77,34,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,19:50,6,17,Redirecting,0,0,34.4,59.9,35.6,11,115,63,40,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,19:55,6,17,Redirecting,0,0,34.4,59.9,35.6,11,133,73,21,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,20:00,6,17,Redirecting,0,0,34.4,59.9,35.6,14,137,59,25,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,20:05,6,17,Redirecting,0,0,34.4,59.9,35.6,12,106,53,27,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,20:10,6,17,Redirecting,0,0,34.4,59.9,35.6,18,213,71,18,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,20:15,6,17,Redirecting,0,0,34.4,59.9,35.6,11,130,71,12,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,20:20,6,17,Redirecting,0,0,34.4,59.9,35.6,11,80,44,17,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,20:25,6,17,Redirecting,0,0,34.4,59.9,35.6,15,132,53,16,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,20:30,6,17,Redirecting,0,0,34.4,59.9,35.6,12,102,51,18,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,20:35,6,17,Redirecting,0,0,34.4,59.9,35.6,13,106,49,16,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,20:40,6,17,Redirecting,0,0,34.4,59.9,35.6,6,36,36,20,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,20:45,6,17,Redirecting,0,0,34.4,59.9,35.6,7,33,29,10,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,20:50,6,17,Redirecting,0,0,34.4,59.9,35.6,11,66,36,7,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,20:55,6,17,Redirecting,0,0,34.4,59.9,35.6,11,29,16,16,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,21:00,6,17,Redirecting,0,0,34.4,59.9,35.6,8,28,21,10,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,21:05,6,17,Redirecting,0,0,34.4,59.9,35.6,11,22,12,8,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,21:10,6,17,Redirecting,0,0,34.4,59.9,35.6,14,25,11,4,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,21:15,6,17,Redirecting,0,0,34.4,59.9,35.6,15,17,7,7,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,21:20,6,17,Redirecting,0,0,34.4,59.9,35.6,14,35,15,4,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,21:25,6,17,Redirecting,0,0,34.4,59.9,35.6,16,26,10,4,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,21:30,6,17,Redirecting,0,0,34.4,59.9,35.6,9,7,5,4,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,21:35,6,17,Redirecting,0,0,34.4,59.9,35.6,11,9,5,1,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,21:40,6,17,Redirecting,0,0,34.4,59.9,35.6,14,14,6,3,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,21:45,6,17,Redirecting,0,0,34.4,59.9,35.6,7,2,2,0,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,21:50,6,17,Redirecting,0,0,34.4,59.9,35.6,13,6,3,2,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,21:55,6,17,Redirecting,0,0,34.4,59.9,35.6,10,0,0,1,Low
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,22:00,6,17,Redirecting,0,0,34.4,59.9,35.6,12,4,2,0,High
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,22:05,6,17,Redirecting,0,0,34.4,59.9,35.6,11,3,2,1,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,22:10,6,17,Redirecting,0,0,34.4,59.9,35.6,11,0,0,1,Low
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,22:15,6,17,Redirecting,0,0,34.4,59.9,35.6,12,0,0,2,Low
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,22:20,6,17,Redirecting,0,0,34.4,59.9,35.6,11,0,0,0,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,22:25,6,17,Redirecting,0,0,34.4,59.9,35.6,10,0,0,0,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,22:30,6,17,Redirecting,0,0,34.4,59.9,35.6,12,0,0,0,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,22:35,6,17,Redirecting,0,0,34.4,59.9,35.6,9,0,0,0,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,22:40,6,17,Redirecting,0,0,34.4,59.9,35.6,12,0,0,0,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,22:45,6,17,Redirecting,0,0,34.4,59.9,35.6,15,0,0,0,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,22:50,6,17,Redirecting,0,0,34.4,59.9,35.6,10,0,0,0,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,22:55,6,17,Redirecting,0,0,34.4,59.9,35.6,10,0,0,0,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,23:00,6,17,Redirecting,0,0,34.4,59.9,35.6,12,0,0,0,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,23:05,6,17,Redirecting,0,0,34.4,59.9,35.6,12,0,0,0,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,23:10,6,17,Redirecting,0,0,34.4,59.9,35.6,13,0,0,0,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,23:15,6,17,Redirecting,0,0,34.4,59.9,35.6,8,0,0,0,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,23:20,6,17,Redirecting,0,0,34.4,59.9,35.6,18,0,0,0,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,23:25,6,17,Redirecting,0,0,34.4,59.9,35.6,13,0,0,0,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,23:30,6,17,Redirecting,0,0,34.4,59.9,35.6,14,0,0,0,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,23:35,6,17,Redirecting,0,0,34.4,59.9,35.6,10,0,0,0,Medium
KASC_2025_M12,Kings Cup,Al-Ahli,Abha,4,High,52044,51151,Inma Stadium (ملعب الإنماء),2,North,Home,23:40,6,17,Redirecting,0,0,34.4,59.9,35.6,20,0,0,0,Medium
